Year;Team;League;League Rank;Matches Played;Wins;Draws;Losses;Goals For;Goals Against;Goal Difference;Points;Points per match;Exp. Goals;Exp. Goals against;Exp. Goal difference;Exp. Goal difference/90 min;Attendance;Top Team Scorer;Goalkeeper
2022;Villarreal;es ESP;7;38;16;11;11;63;37;26;59;1.55;67.5;50.9;16.6;0.44;14293;Arnaut Danjuma - 10;Gerónimo Rulli
2022;Atalanta;it ITA;8;38;16;11;11;65;48;17;59;1.55;71.2;50.4;20.8;0.55;10447;Mario Pašalić - 13;Juan Musso
2022;Köln;de GER;7;34;14;10;10;52;49;3;52;1.53;56.2;56.2;0;0;31965;Anthony Modeste - 20;Marvin Schwäbe
2022;Manchester Utd;eng ENG;6;38;16;10;12;57;57;0;58;1.53;61.7;59.6;2.1;0.05;73150;Cristiano Ronaldo - 18;David de Gea
2022;West Ham;eng ENG;7;38;16;8;14;60;51;9;56;1.47;58;58.1;0;0;58370;Jarrod Bowen - 12;Łukasz Fabiański
2022;Nantes;fr FRA;9;38;15;10;13;55;48;7;55;1.45;50.9;56.5;-5.6;-0.15;20803;Randal Kolo Muani - 12;Alban Lafont
2022;Athletic Club;es ESP;8;38;14;13;11;43;36;7;55;1.45;54.4;43.4;11;0.29;32949;Iñaki Williams - 8;Unai Simón
2022;Lille;fr FRA;10;38;14;13;11;48;48;0;55;1.45;56.2;45.8;10.4;0.27;34346;Jonathan David - 15;Ivo Grbić
2022;Hellas Verona;it ITA;9;38;14;11;13;65;59;6;53;1.39;57.6;53.7;3.9;0.1;13894;Giovanni Simeone - 17;Lorenzo Montipò
2022;Leicester City;eng ENG;8;38;14;10;14;62;59;3;52;1.37;52.1;68.8;-16.7;-0.44;32493;Jamie Vardy - 15;Kasper Schmeichel
2022;Mainz 05;de GER;8;34;13;7;14;50;45;5;46;1.35;56.4;48.2;8.2;0.24;17978;Jonathan Burkardt - 11;Robin Zentner
2022;Hoffenheim;de GER;9;34;13;7;14;58;60;-2;46;1.35;62.9;58.1;4.9;0.14;11227;Georginio Rutter - 8;Oliver Baumann
2022;Brighton;eng ENG;9;38;12;15;11;42;44;-2;51;1.34;53;49.8;3.2;0.08;30966;Leandro Trossard Neal Maupay - 8;Robert Sánchez
2022;Wolves;eng ENG;10;38;15;6;17;38;43;-5;51;1.34;41.2;63.7;-22.5;-0.59;30841;Raúl Jiménez - 6;José Sá
2022;Torino;it ITA;10;38;13;11;14;46;41;5;50;1.32;53.1;43.7;9.3;0.25;9846;Andrea Belotti - 8;Vanja Milinković-Savić
2022;Sassuolo;it ITA;11;38;13;11;14;64;66;-2;50;1.32;62;72.4;-10.3;-0.27;8362;Gianluca Scamacca - 16;Andrea Consigli
2022;M'Gladbach;de GER;10;34;12;9;13;54;61;-7;45;1.32;63.7;62.5;1.2;0.04;26539;Jonas Hofmann - 12;Yann Sommer
2022;Newcastle Utd;eng ENG;11;38;13;10;15;44;62;-18;49;1.29;44.4;62.4;-18;-0.47;51487;Callum Wilson - 8;Martin Dúbravka
2022;Crystal Palace;eng ENG;12;38;11;15;12;50;46;4;48;1.26;53.8;46;7.8;0.21;24588;Wilfried Zaha - 14;Vicente Guaita
2022;Valencia;es ESP;9;38;11;15;12;48;53;-5;48;1.26;43.6;49;-5.4;-0.14;27349;Gonçalo Guedes Carlos Soler - 11;Giorgi Mamardashvili
2022;Brest;fr FRA;11;38;13;9;16;49;57;-8;48;1.26;48.9;64.3;-15.4;-0.41;11804;Franck Honorat - 11;Marco Bizot
2022;Udinese;it ITA;12;38;11;14;13;61;58;3;47;1.24;58.2;57.1;1.1;0.03;12144;Gerard Deulofeu - 13;Marco Silvestri
2022;Eint Frankfurt;de GER;11;34;10;12;12;45;49;-4;42;1.24;48.7;52.8;-4.1;-0.12;26162;Rafael Borré - 8;Kevin Trapp
2022;Wolfsburg;de GER;12;34;12;6;16;43;54;-11;42;1.24;51.1;52.5;-1.4;-0.04;12018;Lukas Nmecha - 8;Koen Casteels
2022;Osasuna;es ESP;10;38;12;11;15;37;51;-14;47;1.24;40.3;48.8;-8.4;-0.22;17107;Ante Budimir - 8;Sergio Herrera
2022;Bochum;de GER;13;34;12;6;16;38;52;-14;42;1.24;47.5;60.3;-12.7;-0.37;14236;Sebastian Polter - 10;Manuel Riemann
2022;Celta Vigo;es ESP;11;38;12;10;16;43;43;0;46;1.21;46.7;49.6;-2.8;-0.07;10014;Iago Aspas - 18;Matías Dituro
2022;Reims;fr FRA;12;38;11;13;14;43;44;-1;46;1.21;43.9;54.4;-10.5;-0.28;11071;Hugo Ekitike - 10;Predrag Rajković
2022;Brentford;eng ENG;13;38;13;7;18;48;56;-8;46;1.21;51.1;54;-2.8;-0.07;16918;Ivan Toney - 12;David Raya
2022;Bologna;it ITA;13;38;12;10;16;44;55;-11;46;1.21;48.1;59.7;-11.6;-0.31;14158;Marko Arnautović - 14;Łukasz Skorupski
2022;Aston Villa;eng ENG;14;38;13;6;19;52;54;-2;45;1.18;47.9;54.4;-6.5;-0.17;41681;Ollie Watkins - 11;Emiliano Martínez
2022;Montpellier;fr FRA;13;38;12;7;19;49;61;-12;43;1.13;45.7;64.1;-18.4;-0.48;10711;Sepe Elye Wahi - 10;Jonas Omlin
2022;Augsburg;de GER;14;34;10;8;16;39;56;-17;38;1.12;40.7;64.5;-23.8;-0.7;15197;Michael Gregoritsch - 9;Rafał Gikiewicz
2022;Rayo Vallecano;es ESP;12;38;11;9;18;39;50;-11;42;1.11;50.2;51.9;-1.7;-0.05;7866;Sergi Guardiola - 8;Stole Dimitrievski
2022;Elche;es ESP;13;38;11;9;18;40;52;-12;42;1.11;36.3;64.8;-28.6;-0.75;15640;Pere Milla - 8;Édgar Badía
2022;Espanyol;es ESP;14;38;10;12;16;40;53;-13;42;1.11;40.4;57;-16.6;-0.44;17362;Raúl de Tomás - 17;Diego López
2022;Angers;fr FRA;14;38;10;11;17;44;55;-11;41;1.08;49.6;55.3;-5.7;-0.15;7758;Sofiane Boufal - 8;Danijel Petković
2022;Empoli;it ITA;14;38;10;11;17;50;70;-20;41;1.08;49.4;76.2;-26.8;-0.71;6356;Andrea Pinamonti - 13;Guglielmo Vicario
2022;Southampton;eng ENG;15;38;9;13;16;43;67;-24;40;1.05;49.9;63.3;-13.4;-0.35;30134;James Ward-Prowse - 10;Fraser Forster
2022;Getafe;es ESP;15;38;8;15;15;33;41;-8;39;1.03;33.4;42.2;-8.8;-0.23;8702;Enes Ünal - 16;David Soria
2022;Cádiz;es ESP;17;38;8;15;15;35;51;-16;39;1.03;45.1;55;-9.9;-0.26;14055;Anthony Lozano Álvaro Negredo - 7;Jeremías Ledesma
2022;Everton;eng ENG;16;38;11;6;21;43;66;-23;39;1.03;47.5;60.9;-13.4;-0.35;38446;Richarlison - 10;Jordan Pickford
2022;Mallorca;es ESP;16;38;10;9;19;36;63;-27;39;1.03;44;54.3;-10.2;-0.27;12712;Vedat Muriqi Salva Sevilla - 5;Manolo Reina
2022;Troyes;fr FRA;15;38;9;11;18;37;53;-16;38;1;44;55.9;-11.9;-0.31;9491;Xavier Chavalerin Ike Ugbo - 5;Gauthier Gallon
2022;Granada;es ESP;18;38;8;14;16;44;61;-17;38;1;45;64.5;-19.5;-0.51;13710;Jorge Molina - 10;Luís Maximiano
2022;Leeds United;eng ENG;17;38;9;11;18;42;79;-37;38;1;50.4;73.2;-22.8;-0.6;36308;Raphinha - 11;Illan Meslier
2022;Stuttgart;de GER;15;34;7;12;15;41;59;-18;33;0.97;49.5;61.6;-12;-0.35;27052;Sasa Kalajdzic - 6;Florian Müller
2022;Hertha BSC;de GER;16;34;9;6;19;37;71;-34;33;0.97;37.2;58.4;-21.1;-0.62;23500;Stevan Jovetić - 6;Alexander Schwolow
2022;Sampdoria;it ITA;15;38;10;6;22;46;63;-17;36;0.95;41.2;62.2;-21;-0.55;9417;Francesco Caputo - 11;Emil Audero
2022;Lorient;fr FRA;16;38;8;12;18;35;63;-28;36;0.95;47.9;57.4;-9.5;-0.25;12738;Terem Moffi - 8;Paul Nardi
2022;Spezia;it ITA;16;38;10;6;22;41;71;-30;36;0.95;42.3;72.2;-29.9;-0.79;6709;Daniele Verde - 8;Ivan Provedel
2022;Clermont Foot;fr FRA;17;38;9;9;20;38;69;-31;36;0.95;49.3;61.3;-12;-0.32;10569;Mohamed Lamine Bayo - 14;Ouparine Djoco
2022;Burnley;eng ENG;18;38;7;14;17;34;53;-19;35;0.92;43.8;63.8;-20;-0.53;19278;Maxwel Cornet - 9;Nick Pope
2022;Levante;es ESP;19;38;8;11;19;51;76;-25;35;0.92;61.2;60.9;0.3;0.01;14961;José Luis Morales - 13;Cárdenas
2022;Saint-Étienne;fr FRA;18;38;7;11;20;42;77;-35;32;0.84;44.5;63.7;-19.2;-0.5;21806;Wahbi Khazri - 10;Paul Bernardoni
2022;Arminia;de GER;17;34;5;13;16;27;53;-26;28;0.82;32.5;70.6;-38.1;-1.12;16773;Masaya Okugawa - 8;Stefan Ortega
2022;Metz;fr FRA;19;38;6;13;19;35;69;-34;31;0.82;34.1;69.6;-35.5;-0.93;14876;Nicolas de Préville - 5;Alexandre Oukidja
2022;Alavés;es ESP;20;38;8;7;23;31;65;-34;31;0.82;41.1;64.6;-23.4;-0.62;10952;Joselu - 14;Fernando Pacheco
2022;Bordeaux;fr FRA;20;38;6;13;19;52;91;-39;31;0.82;49.4;72.8;-23.4;-0.61;22141;Hwang Ui-jo - 11;Benoît Costil
2022;Salernitana;it ITA;17;38;7;10;21;33;78;-45;31;0.82;42.2;71.2;-29;-0.76;15073;Federico Bonazzoli - 10;Vid Belec
2022;Cagliari;it ITA;18;38;6;12;20;34;68;-34;30;0.79;42.9;64.6;-21.7;-0.57;9718;João Pedro - 13;Alessio Cragno
2022;Genoa;it ITA;19;38;4;16;18;27;60;-33;28;0.74;41.9;58.3;-16.4;-0.43;12326;Mattia Destro - 9;Salvatore Sirigu
2022;Venezia;it ITA;20;38;6;9;23;34;69;-35;27;0.71;40.1;80.9;-40.8;-1.07;6648;Thomas Henry - 9;Niki Mäenpää
2022;Watford;eng ENG;19;38;6;5;27;34;77;-43;23;0.61;44.3;72.6;-28.2;-0.74;20614;Emmanuel Dennis - 10;Ben Foster
2022;Norwich City;eng ENG;20;38;5;7;26;23;84;-61;22;0.58;35.7;82.3;-46.6;-1.23;26836;Teemu Pukki - 11;Tim Krul
2022;Greuther Fürth;de GER;18;34;3;9;22;28;82;-54;18;0.53;33.7;67.5;-33.8;-0.99;7672;Branimir Hrgota - 9;Sascha Burchert
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
"Provided by <a href=""https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"">FBref.com</a>: <a href=""https://fbref.com/en/comps/Big5/2021-2022/2021-2022-Big-5-European-Leagues-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#big5_table"">View Original Table</a><br>Generated 1/30/2023.";;;;;;;;;;;;;;;;;;;
