change_in_market_value,position,foot,height_in_cm,age,minutes_played,goals,assists,penalty_attempts,yellow_cards,shots,shots_on_target_pct,goals_per_shot,passes,completed_passes_pct,assisted_shots,goal_creating_action,tackles_won_pct,tackles_interceptions,clearances,mistakes_leading_to_opp_shot,dribbles_success,ball_control_failed_attempt,ball_control_lost_after_tackle,fouls,fouled,offside,penalties_won,aerial_success_pct
1000000,Midfield,Left,178,25,1670,4,1,0,1,28,0.285714285714286,0.142857142857143,658,0.743161094224924,16,3,0.4878048780487805,60,27,1,22,30,24,25,14,1,1,0.4732142857142857
4000000,Midfield,Right,180,24,2942,0,3,0,7,19,0.210526315789474,0,1888,0.8877118644067796,25,3,0.5945945945945946,130,59,1,40,43,33,45,36,0,0,0.4507042253521127
10000000,Defender,Right,190,23,2612,2,2,0,4,19,0.157894736842105,0.105263157894737,1467,0.8323108384458078,6,3,0.65625,86,126,2,7,17,13,20,15,2,0,0.6577181208053692
25000000,Attack,Right,192,24,2451,15,3,0,2,65,0.415384615384615,0.230769230769231,795,0.6,33,10,0.5,27,28,0,24,97,63,56,49,19,0,0.49477351916376305
-4500000,Attack,Right,188,27,400,1,0,1,1,12,0.166666666666667,0.0833333333333333,84,0.6309523809523809,2,1,0.5,5,4,0,3,17,13,20,8,4,0,0.3695652173913043
500000,Defender,Right,188,25,1948,0,1,0,7,12,0.25,0,1210,0.71900826446281,17,3,0.5348837209302325,72,96,1,27,28,29,29,13,2,0,0.6363636363636364
500000,Defender,Right,185,29,1449,1,1,0,4,6,0.333333333333333,0.166666666666667,497,0.772635814889336,4,3,0.6,45,77,0,0,6,2,12,4,0,0,0.40816326530612246
-500000,Midfield,Left,185,28,163,0,0,0,0,2,0,0,87,0.8505747126436781,0,0,1,5,3,0,0,2,0,1,1,0,0,0.6363636363636364
-500000,Midfield,Right,184,26,1196,1,0,0,0,13,0.384615384615385,0.0769230769230769,516,0.7693798449612403,12,2,0.5625,29,14,0,8,15,9,19,10,2,0,0.46153846153846156
0,Defender,Left,182,27,2902,0,0,0,12,25,0.16,0,1472,0.7730978260869565,7,1,0.49056603773584906,122,144,0,4,14,6,38,55,0,2,0.56875
5000000,Attack,Right,186,26,1965,9,0,2,3,45,0.422222222222222,0.2,402,0.6467661691542289,13,4,0.7,26,27,0,21,85,54,55,33,30,1,0.42657342657342656
10000000,Attack,Right,175,25,3043,9,4,0,3,58,0.413793103448276,0.155172413793103,1824,0.7264254385964912,64,15,0.550561797752809,130,18,1,76,97,54,27,52,5,0,0.2571428571428571
40000000,Attack,Right,176,23,1762,10,5,0,0,66,0.484848484848485,0.151515151515152,843,0.8125741399762753,27,15,0.5555555555555556,47,3,0,50,45,31,25,15,12,0,0.2916666666666667
-1000000,Attack,Left,170,24,139,0,0,0,0,1,0,0,64,0.71875,2,0,0,4,0,0,7,4,2,1,4,0,0,0.25
-1500000,Defender,Right,192,23,812,0,0,0,4,0,0,0,440,0.825,0,2,0.6363636363636364,55,27,4,3,6,5,10,12,0,0,0.4782608695652174
-2000000,Midfield,Right,179,26,380,0,0,0,0,7,0,0,286,0.8951048951048951,5,0,0.3076923076923077,15,8,0,1,6,3,1,0,1,0,0.25
-500000,Midfield,Right,173,22,110,0,0,0,0,0,0,0,97,0.8350515463917526,1,0,0.16666666666666666,6,0,0,0,1,0,2,0,0,0,0
16000000,Midfield,Left,184,25,2956,6,10,0,4,62,0.290322580645161,0.0967741935483871,1589,0.5947136563876652,46,14,0.65625,87,50,0,58,58,46,26,38,3,0,0.48863636363636365
15000000,Midfield,Right,177,23,3060,2,13,0,4,25,0.32,0.08,3026,0.8536021150033047,82,22,0.5652173913043478,80,41,3,38,41,25,27,51,2,1,0.5217391304347826
-8000000,Defender,Right,183,26,2076,0,2,0,5,18,0.166666666666667,0,1435,0.7317073170731707,30,3,0.68,80,51,0,8,45,20,38,30,9,0,0.5357142857142857
0,Defender,Right,178,24,1101,0,3,0,2,2,0.5,0,506,0.6719367588932806,9,3,0.7037037037037037,44,58,0,5,21,9,13,8,1,0,0.48717948717948717
14000000,Attack,Right,180,23,2813,14,1,0,5,115,0.408695652173913,0.121739130434783,473,0.7970401691331924,18,7,0.375,17,45,0,48,89,68,61,37,18,0,0.39090909090909093
500000,Midfield,Right,183,24,1345,2,1,2,3,20,0.25,0.1,723,0.8561549100968188,22,4,0.8846153846153846,28,23,0,13,19,10,32,17,1,2,0.5217391304347826
5000000,Defender,Right,190,23,1868,1,0,0,5,11,0.363636363636364,0.0909090909090909,1035,0.8347826086956521,3,0,0.5588235294117647,71,141,1,1,3,2,20,22,0,0,0.625
0,Defender,Right,190,24,1350,2,0,0,3,9,0.222222222222222,0.222222222222222,775,0.8980645161290323,0,0,0.625,24,51,1,0,4,5,29,5,0,0,0.6964285714285714
2500000,Defender,Right,189,25,1868,1,0,0,3,12,0.25,0.0833333333333333,1013,0.7690029615004936,5,2,0.71875,59,64,1,30,21,13,18,14,0,0,0.5777777777777777
2000000,Attack,Left,179,27,2339,11,3,0,2,47,0.48936170212766,0.234042553191489,799,0.8285356695869838,25,10,0.725,43,9,0,28,59,51,38,33,8,2,0.42
-700000,Midfield,Left,177,25,329,0,0,0,3,4,0.75,0,142,0.7464788732394366,3,0,0.8125,20,9,0,2,4,4,6,2,0,0,0.42857142857142855
700000,Defender,Right,187,26,994,0,0,0,2,1,1,0,591,0.856175972927242,3,0,0.7692307692307693,34,40,0,6,7,2,17,20,1,0,0.5882352941176471
-500000,Attack,Right,174,27,302,0,0,0,1,1,0,0,94,0.7553191489361702,1,0,0.5,7,4,0,3,7,9,7,5,1,0,0.09090909090909091
0,Defender,Right,185,24,1700,1,0,0,4,7,0.714285714285714,0.142857142857143,810,0.7419753086419754,5,0,0.52,62,96,2,5,9,5,11,7,0,0,0.5670103092783505
0,Defender,Left,178,24,1754,0,3,0,6,6,0.166666666666667,0,1053,0.7891737891737892,16,4,0.5454545454545454,90,63,1,13,15,7,26,21,1,0,0.625
-300000,Defender,Left,186,26,2307,0,0,0,5,7,0,0,1188,0.82996632996633,6,1,0.6226415094339622,87,101,2,2,13,6,20,11,0,0,0.5545454545454546
1000000,Attack,Right,170,27,1666,3,1,0,1,28,0.285714285714286,0.107142857142857,886,0.6805869074492099,43,4,0.59375,51,4,0,34,65,54,23,42,7,0,0.3114754098360656
0,Defender,Right,182,25,1620,0,0,0,2,2,0,0,732,0.8483606557377049,6,1,0.5416666666666666,45,56,0,4,4,6,9,8,0,0,0.4883720930232558
-10000000,Defender,Right,191,25,2754,2,0,0,0,19,0.210526315789474,0.105263157894737,1720,0.8877906976744186,4,1,0.5454545454545454,65,141,1,5,13,7,11,12,1,0,0.7063492063492064
2000000,Midfield,Right,177,25,2941,5,3,6,12,32,0.15625,0.15625,1971,0.7752409944190766,77,5,0.625,110,54,2,21,31,26,51,38,1,0,0.3787878787878788
3300000,Defender,Right,192,26,1591,3,0,0,6,7,0.428571428571429,0.428571428571429,544,0.8033088235294118,0,0,0.6774193548387096,69,83,1,4,10,2,22,16,1,0,0.45714285714285713
5000000,Midfield,Right,187,24,2659,2,4,0,7,30,0.366666666666667,0.0666666666666667,1164,0.8170103092783505,33,11,0.45652173913043476,75,26,0,52,66,47,61,52,1,0,0.43386243386243384
-3000000,Attack,Right,176,24,90,0,0,0,0,1,1,0,54,0.8518518518518519,1,0,1,2,0,0,7,3,1,0,2,0,0,1
750000,Midfield,Right,186,26,1624,0,0,0,5,14,0.285714285714286,0,715,0.8503496503496504,6,0,0.6666666666666666,76,22,0,5,17,11,29,17,0,0,0.7818181818181819
6500000,Defender,Right,190,25,1807,1,2,0,3,10,0.3,0.1,1046,0.904397705544933,6,6,0.6875,66,96,0,5,13,4,22,20,0,0,0.5604395604395604
-1000000,Midfield,Right,178,26,90,0,0,0,0,2,0.5,0,40,0.9,0,0,1,4,2,0,0,1,0,2,0,0,0,1
-400000,Attack,Right,169,28,699,0,1,0,0,13,0.153846153846154,0,118,0.5677966101694916,4,1,0,5,5,0,6,29,8,3,14,5,0,0.3333333333333333
500000,Defender,Left,185,24,2483,0,0,0,6,9,0.333333333333333,0,1280,0.78671875,11,1,0.4666666666666667,95,129,0,3,9,4,36,11,1,0,0.6235294117647059
8000000,Attack,Left,171,24,2549,5,6,0,4,79,0.291139240506329,0.0632911392405063,1488,0.7170698924731183,64,12,0.3888888888888889,32,10,1,47,49,33,13,44,2,1,0.17647058823529413
-500000,Midfield,Right,180,26,337,0,0,0,1,4,0,0,225,0.8177777777777778,3,0,0.8333333333333334,14,2,0,3,3,4,4,5,0,0,0.75
15000000,Midfield,Right,180,24,1249,0,2,0,1,14,0.142857142857143,0,1315,0.8965779467680608,18,3,0.5588235294117647,48,20,2,5,5,8,14,23,0,0,0.5555555555555556
-3000000,Attack,Right,193,24,1236,2,0,0,1,27,0.333333333333333,0.0740740740740741,348,0.7155172413793104,13,2,0.6666666666666666,24,13,0,5,42,16,22,11,11,0,0.35384615384615387
15000000,Defender,Right,195,22,2654,2,0,0,3,20,0.3,0.1,2570,0.9280155642023347,6,4,0.8214285714285714,68,83,0,3,6,5,17,6,0,0,0.7714285714285715
0,Midfield,Right,188,25,2420,1,1,0,8,27,0.296296296296296,0.037037037037037,1071,0.7703081232492998,27,3,0.5416666666666666,122,38,1,6,21,19,47,35,1,0,0.4636363636363636
12000000,Attack,Right,181,25,2503,12,4,0,2,83,0.493975903614458,0.144578313253012,641,0.7020280811232449,33,6,0.7142857142857143,17,15,2,23,79,53,35,32,20,0,0.29508196721311475
200000,Attack,Right,177,25,1123,2,0,0,2,28,0.178571428571429,0.0714285714285714,416,0.7596153846153846,9,1,0.52,44,17,1,4,21,17,26,35,2,2,0.4157303370786517
-3000000,Attack,Right,181,24,3299,15,3,6,5,119,0.352941176470588,0.126050420168067,766,0.6292428198433421,35,7,0.6666666666666666,48,23,0,34,113,76,71,112,30,2,0.45110410094637227
0,Midfield,Right,187,24,1222,2,0,0,6,20,0.2,0.1,530,0.7867924528301887,10,2,0.5757575757575758,52,17,1,9,22,17,34,28,0,0,0.55
-1000000,Midfield,Right,187,25,1703,1,1,0,8,20,0.6,0.05,868,0.7304147465437788,20,4,0.6304347826086957,61,38,0,12,30,20,35,23,1,0,0.6571428571428571
200000,Attack,Right,175,23,359,0,3,0,1,2,0,0,137,0.6934306569343066,6,3,0.625,18,1,0,6,12,10,8,3,1,0,0.125
5000000,Midfield,Right,185,22,2760,4,3,0,8,53,0.358490566037736,0.0754716981132075,1835,0.8190735694822888,27,8,0.6901408450704225,131,30,1,23,56,46,47,48,0,0,0.618421052631579
2500000,Midfield,Right,181,25,213,1,0,0,0,4,0.5,0.25,67,0.6268656716417911,3,0,0.75,7,2,0,3,10,5,4,6,0,0,0.125
1000000,Midfield,Right,188,23,1467,2,0,0,1,17,0.588235294117647,0.117647058823529,615,0.7869918699186992,7,1,0.49056603773584906,76,34,1,12,17,7,11,11,1,0,0.5137614678899083
-2000000,Midfield,Right,184,22,921,0,1,0,3,16,0.4375,0,283,0.6678445229681979,6,1,0.4117647058823529,24,10,0,16,21,16,18,2,0,0,0.3333333333333333
2700000,Midfield,Right,188,24,2243,4,2,0,4,30,0.466666666666667,0.133333333333333,1163,0.8882201203783319,30,7,0.6923076923076923,62,23,1,23,42,42,35,9,3,0,0.5178571428571429
1500000,Attack,Right,183,23,1998,4,1,0,4,41,0.146341463414634,0.0975609756097561,580,0.4689655172413793,23,2,0.6666666666666666,29,29,0,5,31,12,41,30,10,0,0.48426150121065376
7500000,Defender,Right,183,24,3330,5,3,0,8,21,0.428571428571429,0.238095238095238,2186,0.7689844464775847,39,12,0.6515151515151515,102,93,3,28,41,44,46,54,2,0,0.5068493150684932
1500000,Defender,Left,183,26,1990,0,0,0,1,9,0.111111111111111,0,903,0.6921373200442967,4,1,0.6470588235294118,71,133,0,2,10,1,11,10,1,0,0.6823529411764706
-3000000,Defender,Right,190,25,886,1,0,0,2,10,0.2,0.1,602,0.7774086378737541,2,0,0.6428571428571429,34,42,1,4,6,7,12,6,0,0,0.5471698113207547
1500000,Defender,Right,183,25,1799,3,2,0,7,13,0.307692307692308,0.230769230769231,459,0.6013071895424836,15,3,0.41379310344827586,49,38,0,26,48,36,49,25,2,0,0.2962962962962963
250000,Midfield,Right,183,25,1293,0,1,0,5,9,0,0,597,0.8224455611390284,4,1,0.5357142857142857,38,37,0,8,13,13,27,18,1,0,0.5833333333333334
5000000,Attack,Right,180,22,2509,16,7,1,1,106,0.358490566037736,0.150943396226415,855,0.712280701754386,36,13,0.6666666666666666,21,7,0,29,88,35,24,37,36,1,0.20930232558139536
3000000,Defender,Right,188,25,2937,0,0,0,9,17,0.117647058823529,0,2186,0.8860933211344922,5,2,0.7222222222222222,133,158,2,8,17,7,34,46,0,0,0.6387096774193548
0,Defender,Left,181,24,3026,1,4,0,5,22,0.272727272727273,0.0454545454545455,1972,0.783975659229209,26,9,0.5849056603773585,91,86,1,12,38,15,42,26,2,0,0.48091603053435117
-1000000,Midfield,Right,182,24,259,1,1,0,1,12,0.333333333333333,0.0833333333333333,177,0.711864406779661,5,1,0.4,16,2,0,6,9,7,5,1,0,0,0.35714285714285715
0,Defender,Left,185,26,600,0,0,0,0,3,0.333333333333333,0,302,0.7284768211920529,0,0,0.6666666666666666,23,32,0,0,4,4,5,4,1,0,0.8636363636363636
0,Midfield,Right,184,24,1613,1,1,0,5,25,0.2,0.04,826,0.8523002421307506,13,4,0.6530612244897959,92,31,1,23,26,31,31,23,1,0,0.6590909090909091
5000000,Attack,Right,185,26,2469,11,1,3,3,64,0.46875,0.171875,480,0.7,22,4,0.4666666666666667,23,5,0,6,102,59,54,35,30,0,0.3275862068965517
4000000,Defender,Left,170,24,1527,2,6,0,2,35,0.4,0.0571428571428571,1165,0.8206008583690987,38,13,0.48,43,12,1,31,43,23,10,21,3,0,0.23076923076923078
900000,Midfield,Right,175,23,1452,0,2,0,3,22,0.181818181818182,0,705,0.8113475177304964,21,4,0.6190476190476191,55,31,1,8,18,18,12,29,1,0,0.4583333333333333
-1000000,Defender,Right,187,24,776,0,0,0,4,2,0.5,0,246,0.7804878048780488,1,0,0.43478260869565216,35,40,0,1,5,4,16,4,1,0,0.5434782608695652
3000000,Defender,Left,180,23,2934,0,5,0,9,16,0.0625,0,2017,0.7431829449677739,31,7,0.7108433734939759,124,99,0,16,21,25,35,32,1,0,0.5394736842105263
10000000,Attack,Left,179,27,1343,7,4,1,0,53,0.471698113207547,0.132075471698113,884,0.7918552036199095,24,9,0.5,23,3,1,25,28,27,10,15,9,0,0.4418604651162791
450000,Midfield,Right,180,26,651,0,0,0,2,4,0,0,198,0.7878787878787878,2,1,0.25,9,16,0,5,12,7,9,11,0,0,0.4230769230769231
12500000,Defender,Right,185,26,3144,4,5,0,5,46,0.369565217391304,0.0869565217391304,1838,0.720348204570185,37,10,0.6268656716417911,127,107,2,20,44,23,30,21,3,2,0.5894308943089431
0,Defender,Right,182,29,571,1,0,0,0,3,0.333333333333333,0.333333333333333,301,0.6146179401993356,8,0,0.5,19,30,0,4,10,3,9,10,0,0,0.8235294117647058
3000000,Defender,Right,185,25,3086,3,1,0,8,22,0.409090909090909,0.136363636363636,1150,0.688695652173913,6,3,0.5070422535211268,113,240,2,7,26,10,35,31,4,0,0.6833333333333333
-5000000,Defender,Right,182,26,128,0,0,0,0,2,0.5,0,91,0.8131868131868132,1,0,0,3,5,0,2,2,2,2,1,0,0,0.6
5000000,Attack,Left,179,24,1341,1,2,0,3,25,0.28,0.04,493,0.7383367139959433,17,4,0.7777777777777778,27,6,0,24,48,42,20,23,6,0,0.2222222222222222
10000000,Midfield,Right,180,23,2403,5,3,0,9,36,0.305555555555556,0.138888888888889,1353,0.8048780487804879,22,9,0.6714285714285714,112,8,1,33,56,48,52,50,1,0,0.36507936507936506
9000000,Defender,Right,178,26,3060,5,9,2,4,21,0.380952380952381,0.238095238095238,2192,0.760036496350365,61,18,0.5769230769230769,106,62,2,36,67,48,33,37,0,0,0.4
2000000,Midfield,Right,179,29,3240,5,4,1,6,49,0.285714285714286,0.102040816326531,2146,0.755358807082945,54,13,0.49230769230769234,94,19,2,29,47,35,43,89,3,0,0.4166666666666667
-3000000,Attack,Left,174,22,1849,2,2,0,1,51,0.470588235294118,0.0392156862745098,689,0.648766328011611,47,4,0.6666666666666666,41,10,0,28,49,23,16,28,5,0,0.25
3000000,Defender,Left,191,25,1762,0,0,0,1,7,0.142857142857143,0,1111,0.8775877587758776,4,0,0.6111111111111112,40,102,0,5,5,4,17,6,2,0,0.5402298850574713
4000000,Attack,Right,164,25,2116,1,3,0,5,23,0.217391304347826,0.0434782608695652,864,0.7233796296296297,40,13,0.6122448979591837,76,14,1,40,74,40,17,27,2,0,0.1875
0,Defender,Right,186,29,660,0,0,0,0,2,0.5,0,334,0.8682634730538922,2,0,0.4166666666666667,25,34,0,0,0,1,8,2,1,0,0.696969696969697
3000000,Attack,Right,176,24,3055,2,7,0,3,25,0.32,0.08,1546,0.7826649417852523,51,12,0.6666666666666666,70,27,0,32,44,36,47,25,0,1,0.42857142857142855
0,Defender,Right,188,24,1506,3,0,0,4,9,0.333333333333333,0.333333333333333,1093,0.8444647758462946,8,2,0.6153846153846154,47,46,1,2,12,9,24,9,0,0,0.5303030303030303
2000000,Midfield,Left,187,24,1669,0,5,0,6,12,0.25,0,925,0.8086486486486486,21,7,0.5909090909090909,63,29,0,11,15,11,30,11,1,0,0.45098039215686275
0,Defender,Right,188,24,2610,0,0,0,8,13,0.230769230769231,0,1278,0.8028169014084507,4,0,0.5970149253731343,124,162,2,1,14,7,31,34,2,0,0.6617647058823529
-4000000,Defender,Right,191,24,430,0,0,0,1,2,0.5,0,160,0.7125,2,0,0.625,15,30,0,0,3,0,7,2,0,0,0.8125
25000000,Defender,Left,189,24,3057,3,3,0,3,26,0.269230769230769,0.115384615384615,3053,0.9184408778250901,13,6,0.47619047619047616,81,98,2,3,11,2,21,18,2,0,0.5801526717557252
3000000,Defender,Left,179,22,2772,0,0,0,10,23,0.347826086956522,0,1230,0.6617886178861788,25,3,0.4861111111111111,129,130,1,5,19,7,35,61,1,0,0.5368421052631579
0,Attack,Right,180,25,881,3,0,0,5,19,0.421052631578947,0.157894736842105,170,0.6647058823529411,2,1,0.2,13,12,0,9,48,33,28,20,4,0,0.3302752293577982
-2500000,Attack,Left,180,26,2315,8,1,1,3,70,0.457142857142857,0.114285714285714,771,0.6990920881971465,38,5,0.5454545454545454,31,39,0,32,72,48,39,37,21,0,0.5
15000000,Defender,Left,180,23,3411,4,0,0,3,25,0.32,0.16,1733,0.8603577611079054,7,1,0.5303030303030303,98,241,0,3,18,6,28,21,2,1,0.5657894736842105
5000000,Midfield,Right,186,24,2340,1,3,0,5,26,0.115384615384615,0.0384615384615385,1076,0.7825278810408922,46,8,0.6619718309859155,107,49,0,24,42,41,46,47,3,0,0.48598130841121495
2000000,Attack,Left,183,23,2875,8,4,1,5,125,0.24,0.064,1321,0.7176381529144588,59,13,0.5526315789473685,65,24,0,46,78,51,65,92,11,0,0.40350877192982454
0,Attack,Left,186,23,1254,1,3,0,1,32,0.1875,0.03125,557,0.6624775583482945,30,7,0.7272727272727273,17,6,0,65,52,51,16,35,5,0,0.17647058823529413
15000000,Defender,Right,194,25,2596,3,0,0,6,30,0.4,0.1,1753,0.8551055333713634,11,4,0.5483870967741935,67,155,4,17,23,7,20,16,4,0,0.7814569536423841
0,Attack,Right,175,25,557,1,3,0,4,18,0.277777777777778,0.0555555555555556,102,0.696078431372549,6,4,0.4166666666666667,13,1,0,3,15,7,19,11,16,0,0.38235294117647056
0,Attack,Right,191,25,140,0,0,0,0,3,0.666666666666667,0,32,0.6875,3,0,1,1,0,0,6,10,4,7,4,3,0,0.42857142857142855
4000000,Midfield,Left,186,24,1075,0,1,0,2,13,0.230769230769231,0,549,0.843351548269581,8,3,0.55,37,12,0,10,14,9,26,17,0,0,0.46808510638297873
0,Midfield,Right,179,28,2476,0,1,0,13,2,0,0,1406,0.8243243243243243,4,4,0.6071428571428571,105,46,1,3,9,11,46,26,0,0,0.6363636363636364
6000000,Attack,Right,195,23,1739,3,5,0,4,44,0.431818181818182,0.0681818181818182,479,0.5741127348643006,19,10,0.4,6,7,0,22,42,29,28,26,13,1,0.5276381909547738
-10000000,Attack,Right,185,24,1277,6,0,0,3,44,0.386363636363636,0.136363636363636,300,0.69,12,3,0.6666666666666666,6,3,0,13,35,30,23,10,17,0,0.3142857142857143
-500000,Defender,Right,183,23,1722,0,0,0,4,8,0.125,0,824,0.7075242718446602,12,0,0.6041666666666666,76,80,0,4,16,6,19,17,0,0,0.3333333333333333
-4000000,Midfield,Right,172,27,376,0,1,0,1,9,0.444444444444444,0,238,0.8571428571428571,7,1,0.625,16,5,0,4,8,4,14,6,0,0,0.2
-1000000,Defender,Right,189,24,646,0,0,0,1,3,0,0,316,0.7689873417721519,2,1,0.375,14,27,0,3,2,4,6,2,0,0,0.47619047619047616
8000000,Attack,Both,180,24,2875,6,2,0,6,80,0.3375,0.075,2025,0.8834567901234568,59,9,0.6097560975609756,61,18,0,36,50,38,27,29,3,0,0.3404255319148936
28000000,Attack,Right,191,24,2182,15,9,3,3,51,0.450980392156863,0.294117647058824,800,0.62625,38,16,0.4583333333333333,39,23,0,28,86,48,42,43,20,0,0.5903614457831325
6000000,Attack,Left,181,24,2985,11,4,0,1,86,0.313953488372093,0.127906976744186,951,0.6319663512092534,38,8,0.45,46,27,0,43,93,62,35,36,7,0,0.46543778801843316
0,Defender,Left,179,24,1759,0,1,0,2,4,0.25,0,1101,0.7992733878292462,14,1,0.43859649122807015,93,72,0,36,23,27,16,5,0,0,0.5121951219512195
2000000,Midfield,Right,188,24,2749,3,1,0,4,55,0.254545454545455,0.0545454545454545,1384,0.791907514450867,24,7,0.6458333333333334,95,29,1,42,45,40,26,47,1,1,0.47474747474747475
3000000,Attack,Right,184,23,390,3,1,0,1,19,0.368421052631579,0.157894736842105,103,0.5728155339805825,4,1,0.6666666666666666,3,1,0,6,15,12,16,11,2,0,0.5142857142857142
0,Midfield,Right,177,23,1945,7,0,1,4,30,0.5,0.233333333333333,892,0.6872197309417041,46,3,0.4722222222222222,63,59,0,5,25,16,22,10,3,0,0.3088235294117647
-500000,Defender,Left,180,24,90,0,0,0,0,1,0,0,54,0.8148148148148148,2,0,1,6,0,0,0,1,0,2,0,0,0,0.6666666666666666
10000000,Defender,Right,183,24,2693,3,2,0,2,11,0.272727272727273,0.272727272727273,2273,0.9186097668279807,9,2,0.6307692307692307,109,84,1,6,7,8,29,10,1,0,0.6355140186915887
-1000000,Attack,Right,185,24,135,0,1,0,0,9,0.111111111111111,0,61,0.7377049180327869,2,3,1,1,0,0,1,4,4,0,0,0,0,0.25
2000000,Defender,Left,179,26,2496,0,4,0,6,21,0.19047619047619,0,1774,0.6910935738444194,49,7,0.5714285714285714,78,62,1,22,57,31,46,31,7,0,0.4642857142857143
-6000000,Attack,Right,174,26,1583,2,3,1,2,30,0.133333333333333,0.0666666666666667,936,0.7596153846153846,29,11,0.7142857142857143,60,22,1,28,38,15,24,13,9,1,0.4634146341463415
4000000,Attack,Right,178,24,2127,4,7,0,8,46,0.260869565217391,0.0869565217391304,869,0.7502876869965478,31,11,0.6274509803921569,88,13,0,32,57,38,52,47,3,0,0.41818181818181815
5000000,Defender,Left,186,23,2068,0,0,0,4,7,0.285714285714286,0,1172,0.8796928327645052,2,0,0.6111111111111112,70,88,0,4,13,7,16,23,0,0,0.5393258426966292
-5000000,Midfield,Right,189,23,2301,1,1,0,6,25,0.24,0.04,1335,0.8621722846441947,25,7,0.6231884057971014,119,42,2,60,55,42,44,71,0,0,0.6086956521739131
20000000,Defender,Right,182,24,1968,1,3,0,6,25,0.28,0.04,1524,0.8208661417322834,34,9,0.6511627906976745,58,48,0,61,34,22,32,24,0,1,0.39622641509433965
-5000000,Attack,Right,181,22,1621,10,2,1,2,38,0.578947368421053,0.263157894736842,752,0.761968085106383,36,12,0.7777777777777778,12,8,0,32,47,33,14,28,6,2,0.5
4000000,Midfield,Right,180,23,2360,4,1,2,2,51,0.372549019607843,0.0784313725490196,2018,0.833994053518335,62,6,0.5,51,15,0,19,31,24,22,48,1,0,0.5
3500000,Midfield,Right,185,23,2639,2,4,0,5,59,0.203389830508475,0.0338983050847458,1161,0.8363479758828596,37,9,0.52,54,18,3,54,71,50,29,28,0,0,0.4411764705882353
13000000,Midfield,Right,186,22,2672,2,1,0,3,36,0.194444444444444,0.0555555555555556,1367,0.7900512070226774,23,3,0.6078431372549019,81,32,1,35,46,50,38,27,1,0,0.5730337078651685
24000000,Defender,Left,186,23,1933,1,0,0,8,6,0.333333333333333,0.166666666666667,1147,0.8927637314734089,0,1,0.6170212765957447,68,70,0,6,5,3,30,14,1,0,0.5789473684210527
-15000000,Midfield,Left,188,23,1063,2,1,0,3,7,0.428571428571429,0.285714285714286,1060,0.9245283018867925,6,10,0.5714285714285714,45,20,0,15,14,9,23,8,0,0,0.6666666666666666
0,Attack,Right,171,23,2253,4,1,1,4,58,0.431034482758621,0.0689655172413793,599,0.7111853088480802,26,7,0.72,34,9,0,45,46,30,49,13,7,0,0.36538461538461536
7000000,Attack,Right,179,25,2816,5,4,0,5,32,0.28125,0.15625,1251,0.7322142286171063,39,10,0.734375,111,47,0,17,43,18,47,24,1,1,0.32653061224489793
1500000,Defender,Right,184,25,1477,0,0,0,2,2,0.5,0,654,0.8226299694189603,0,2,0.631578947368421,63,75,1,15,11,8,13,3,0,0,0.42592592592592593
15000000,Defender,Left,178,23,2591,1,4,0,11,21,0.333333333333333,0.0476190476190476,2006,0.8280159521435693,33,11,0.5272727272727272,76,93,2,27,30,14,42,17,1,0,0.64
0,Defender,Right,188,24,2745,0,1,0,4,11,0.0909090909090909,0,1111,0.7632763276327633,3,1,0.65625,71,218,3,1,9,5,16,9,1,0,0.6715328467153284
-1000000,Defender,Right,182,28,2964,1,2,0,17,14,0.142857142857143,0.0714285714285714,1528,0.7912303664921466,9,3,0.7142857142857143,86,177,2,0,9,2,28,32,1,0,0.632
0,Attack,Right,173,26,2286,3,4,1,2,62,0.306451612903226,0.0483870967741935,942,0.6985138004246284,72,12,0.5892857142857143,67,9,0,83,89,63,31,69,9,1,0.20512820512820512
1000000,Defender,Right,184,23,2974,1,1,0,2,10,0.5,0.1,1499,0.6937958639092728,16,2,0.6363636363636364,78,94,4,8,34,13,40,34,0,0,0.5675675675675675
10000000,Defender,Right,187,24,2601,1,1,0,1,8,0.125,0.125,1504,0.8902925531914894,5,1,0.675,64,121,3,8,11,3,19,15,0,0,0.6296296296296297
-7500000,Attack,Right,191,27,1992,6,1,3,5,56,0.321428571428571,0.107142857142857,650,0.6307692307692307,21,4,0.56,33,25,0,10,38,22,41,29,9,0,0.5805555555555556
1000000,Defender,Right,176,28,2533,2,2,0,7,13,0.230769230769231,0.153846153846154,996,0.7660642570281124,10,4,0.6140350877192983,104,143,1,15,26,14,18,37,0,0,0.5172413793103449
-5000000,Attack,Left,179,25,2613,16,8,2,5,99,0.333333333333333,0.161616161616162,1245,0.7156626506024096,47,12,0.5476190476190477,50,4,0,58,93,59,29,48,8,1,0.3877551020408163
7000000,Midfield,Left,178,25,1848,4,4,0,7,25,0.36,0.16,854,0.7962529274004684,32,8,0.6363636363636364,48,18,0,19,25,31,37,22,3,0,0.3333333333333333
-150000,Attack,Right,165,25,116,0,0,0,1,1,1,0,21,1,1,0,0.5,3,1,0,0,3,4,4,2,1,0,0
3250000,Defender,Left,176,27,2136,2,0,0,5,12,0.25,0.166666666666667,1097,0.6982680036463081,24,3,0.4772727272727273,82,60,0,29,38,26,23,24,0,0,0.2765957446808511
