change_in_market_value,position,foot,height_in_cm,age,minutes_played,goals,assists,penalty_attempts,yellow_cards,shots,shots_on_target_pct,goals_per_shot,passes,completed_passes_pct,assisted_shots,goal_creating_action,tackles_won_pct,tackles_interceptions,clearances,mistakes_leading_to_opp_shot,dribbles_success,ball_control_failed_attempt,ball_control_lost_after_tackle,fouls,fouled,offside,penalties_won,aerial_success_pct
-100000,Midfield,Right,184,31,285,0,0,0,1,2,0,0,146,0.8082191780821918,3,0,0.7142857142857143,13,10,0,1,4,2,4,2,0,0,0.6875
0,Defender,Left,187,28,2416,0,0,0,2,4,0,0,1329,0.8856282919488337,6,1,0.64,66,136,2,9,12,5,5,13,0,0,0.5697674418604651
-2000000,Midfield,Left,173,32,395,0,0,0,1,6,0,0,226,0.7699115044247787,5,0,0.625,11,8,0,5,12,13,12,2,1,0,0.5
-1000000,Defender,Left,191,30,1874,1,1,0,2,14,0.357142857142857,0.0714285714285714,798,0.8333333333333334,4,2,0.41935483870967744,66,101,0,1,4,4,15,7,0,0,0.6869565217391305
-2000000,Attack,Left,193,29,461,0,0,0,2,14,0.428571428571429,0,137,0.6058394160583942,4,0,0.5,5,8,0,3,16,8,11,8,3,0,0.5348837209302325
-1000000,Attack,Right,186,28,915,3,0,0,0,22,0.318181818181818,0.136363636363636,271,0.5018450184501845,8,0,0.5,4,17,0,3,28,13,14,9,7,0,0.5347826086956522
-20000000,Attack,Right,184,31,1671,18,5,5,1,47,0.361702127659574,0.382978723404255,361,0.7534626038781164,13,10,0.7272727272727273,17,16,0,12,37,12,11,16,10,2,0.25
-8000000,Attack,Right,181,29,1508,3,1,0,3,34,0.352941176470588,0.0882352941176471,766,0.814621409921671,22,9,0.6666666666666666,35,13,0,16,40,14,18,30,7,1,0.475
-2000000,Defender,Right,191,29,2008,0,0,0,5,13,0.230769230769231,0,910,0.8538461538461538,6,0,0.6551724137931034,56,136,0,0,4,1,21,14,0,0,0.6727272727272727
-7500000,Attack,Right,187,29,1526,4,0,0,4,44,0.409090909090909,0.0909090909090909,308,0.6168831168831169,10,1,0.8181818181818182,13,10,0,7,54,32,24,24,29,0,0.34375
500000,Midfield,Right,186,29,2646,0,0,0,6,15,0.0666666666666667,0,1654,0.8633615477629988,18,4,0.639344262295082,114,62,1,35,27,31,46,68,1,0,0.5714285714285714
20000000,Midfield,Right,175,27,2725,3,0,0,3,30,0.266666666666667,0.1,1791,0.9045226130653267,25,6,0.6829268292682927,62,24,0,29,52,39,18,30,2,0,0.48484848484848486
0,Defender,Right,174,29,1749,3,1,0,2,19,0.263157894736842,0.157894736842105,1159,0.7463330457290768,12,4,0.6458333333333334,70,68,0,12,29,11,34,17,1,0,0.6764705882352942
-500000,Attack,Right,178,26,1182,0,0,0,2,14,0.214285714285714,0,317,0.694006309148265,5,0,0.4090909090909091,26,10,0,10,21,20,24,21,9,0,0.4423076923076923
0,Midfield,Right,185,29,2485,1,1,0,6,11,0.0909090909090909,0.0909090909090909,1365,0.8322344322344323,18,3,0.6867469879518072,129,47,0,6,27,14,44,10,0,0,0.5416666666666666
-5000000,Midfield,Right,178,27,1331,4,6,0,0,33,0.393939393939394,0.121212121212121,807,0.8079306071871127,25,10,0.5294117647058824,43,3,0,12,35,27,21,20,4,0,0.3939393939393939
-5000000,Defender,Left,173,28,1798,0,3,0,5,15,0.133333333333333,0,1185,0.7113924050632912,26,9,0.6326530612244898,73,28,3,35,49,18,26,47,1,1,0.6046511627906976
-7000000,Attack,Right,190,27,814,1,1,0,1,26,0.307692307692308,0.0384615384615385,241,0.5643153526970954,9,2,0.2,5,14,0,5,27,15,18,9,10,0,0.5973154362416108
30000000,Attack,Right,175,27,2923,16,15,4,2,89,0.438202247191011,0.179775280898876,1985,0.7964735516372796,97,33,0.6428571428571429,27,6,1,137,87,85,12,104,11,1,0.38
0,Midfield,Left,174,28,725,0,1,0,1,4,0.75,0,766,0.9138381201044387,3,2,0.6086956521739131,36,19,1,8,10,1,6,7,0,0,0.391304347826087
2000000,Defender,Left,184,30,1933,1,0,0,2,6,0.166666666666667,0.166666666666667,1221,0.8493038493038493,4,1,0.5625,47,73,0,2,5,3,17,13,3,0,0.6065573770491803
-950000,Defender,Right,177,31,217,0,0,0,0,1,0,0,139,0.762589928057554,1,0,0.5,3,5,0,1,1,0,0,0,0,0,0.8
-4000000,Defender,Right,191,32,1412,1,1,0,2,14,0.142857142857143,0.0714285714285714,847,0.8299881936245572,6,1,0.6428571428571429,32,52,3,4,6,2,17,10,2,0,0.7564102564102564
10000000,Attack,Right,189,23,3280,11,3,1,7,130,0.353846153846154,0.0846153846153846,1042,0.7149712092130518,31,9,0.47368421052631576,25,53,0,24,112,97,61,59,34,1,0.4957805907172996
-150000,Defender,Right,193,35,538,0,0,0,2,3,0.333333333333333,0,180,0.8777777777777778,1,0,0.8571428571428571,14,39,1,0,2,0,8,4,0,0,0.6923076923076923
0,Midfield,Left,182,32,245,0,0,0,0,3,0,0,143,0.8881118881118881,2,0,0.75,5,5,2,3,1,2,3,1,0,0,1
-250000,Defender,Right,186,29,2064,2,0,0,2,16,0.25,0.125,1216,0.8157894736842105,3,2,0.6153846153846154,65,141,0,5,8,7,10,14,1,1,0.6344086021505376
-1250000,Defender,Right,185,27,1255,1,0,0,0,11,0.272727272727273,0.0909090909090909,803,0.8057285180572852,4,1,0.6428571428571429,30,42,1,2,4,2,10,7,2,0,0.59375
5000000,Midfield,Right,177,24,1735,0,2,0,3,28,0.142857142857143,0,1484,0.9157681940700808,25,4,0.6444444444444445,53,18,1,42,26,38,19,33,0,0,0.5263157894736842
-700000,Midfield,Right,178,33,242,0,0,0,0,3,0.333333333333333,0,98,0.7755102040816326,1,0,0.4,7,3,0,0,6,6,5,3,0,0,0.5
-1000000,Attack,Right,171,31,1819,8,3,0,4,67,0.313432835820896,0.119402985074627,350,0.6314285714285715,20,7,0.4375,24,8,0,11,74,31,42,35,35,0,0.2765957446808511
-200000,Attack,Right,183,31,425,1,0,0,0,7,0.285714285714286,0.142857142857143,166,0.5060240963855421,5,0,0.5714285714285714,11,2,0,1,11,8,5,5,0,0,0.6
0,Defender,Right,196,29,1868,1,1,0,9,15,0.2,0.0666666666666667,869,0.7894131185270425,5,1,0.71875,68,120,0,4,7,5,21,13,2,0,0.6461538461538462
1000000,Defender,Right,184,29,3100,0,0,0,6,6,0.166666666666667,0,1359,0.8793230316409124,4,0,0.7450980392156863,97,173,2,19,9,7,17,37,1,0,0.49606299212598426
2000000,Defender,Right,185,28,1790,1,2,0,0,9,0.444444444444444,0.111111111111111,1174,0.8807495741056218,5,5,0.59375,88,79,1,0,5,8,18,16,2,0,0.6309523809523809
1000000,Defender,Left,176,27,3195,3,2,0,3,45,0.244444444444444,0.0666666666666667,1971,0.793505834601725,35,6,0.5,88,91,2,22,35,15,12,14,10,0,0.45454545454545453
-1000000,Defender,Left,193,29,813,0,0,0,2,9,0.444444444444444,0,507,0.8205128205128205,0,1,0.6206896551724138,50,35,0,1,4,1,8,10,0,0,0.5853658536585366
3000000,Defender,Left,191,29,2962,1,0,0,5,21,0.142857142857143,0.0476190476190476,1476,0.7079945799457995,10,1,0.5614035087719298,122,155,1,12,10,10,30,10,2,0,0.7338129496402878
-1500000,Midfield,Right,187,29,1733,0,0,0,7,12,0.25,0,720,0.75,16,3,0.5813953488372093,64,35,0,5,24,16,34,8,2,0,0.6428571428571429
2000000,Attack,Right,175,29,2097,3,6,0,2,62,0.354838709677419,0.0483870967741935,1413,0.7763623496107572,78,8,0.6,49,12,2,39,52,39,12,31,11,1,0.30303030303030304
-2000000,Defender,Right,191,31,2878,0,1,0,6,25,0.16,0,2397,0.8744263662911973,11,2,0.6875,110,152,2,8,13,6,33,10,0,0,0.7916666666666666
4000000,Midfield,Right,178,27,2113,2,5,0,5,34,0.441176470588235,0.0588235294117647,1515,0.8171617161716171,47,9,0.5853658536585366,74,22,0,25,29,24,30,8,7,0,0.5517241379310345
-3000000,Defender,Left,185,29,1875,1,5,0,3,13,0.0769230769230769,0.0769230769230769,1077,0.7502321262766946,45,7,0.6585365853658537,65,24,2,23,22,21,16,23,1,0,0.4583333333333333
-1000000,Midfield,Right,180,28,1470,1,0,0,5,12,0.416666666666667,0.0833333333333333,405,0.7432098765432099,8,2,0.6111111111111112,46,47,0,10,30,18,22,25,4,1,0.5555555555555556
10000000,Midfield,Right,180,27,2137,6,3,0,3,43,0.255813953488372,0.13953488372093,2108,0.8752371916508539,43,13,0.631578947368421,47,19,1,19,28,15,13,23,0,0,0.5
-1500000,Defender,Left,178,28,1468,0,0,0,2,6,0.333333333333333,0,758,0.7427440633245382,8,2,0.5625,58,44,2,4,17,9,13,25,0,0,0.35714285714285715
-3500000,Attack,Left,185,30,1006,1,1,0,3,32,0.28125,0.03125,390,0.6846153846153846,14,2,0.8333333333333334,17,10,0,11,31,13,19,18,3,0,0.5612244897959183
5000000,Attack,Right,169,25,2383,7,3,1,7,24,0.458333333333333,0.291666666666667,1250,0.8336,29,9,0.6896551724137931,41,6,0,63,50,53,27,79,1,3,0.15625
-3000000,Attack,Right,179,30,1379,1,2,0,4,15,0.4,0.0666666666666667,638,0.7351097178683386,36,5,0.5882352941176471,29,5,0,16,31,19,12,13,3,0,0.18181818181818182
-3500000,Defender,Left,190,29,522,0,0,0,1,0,0,0,266,0.9135338345864662,0,0,0.3333333333333333,21,21,1,0,3,0,3,3,0,0,0.42857142857142855
-10000000,Defender,Right,183,30,1236,0,0,0,1,15,0.2,0,1252,0.9241214057507987,2,2,0.5833333333333334,53,56,1,2,2,0,8,3,0,0,0.6307692307692307
0,Defender,Right,183,28,443,0,0,0,0,1,1,0,212,0.8490566037735849,2,0,0.5714285714285714,21,20,0,1,3,2,3,4,1,0,0.5
-15000000,Defender,Right,187,32,2509,3,1,0,6,14,0.571428571428571,0.214285714285714,1056,0.7992424242424242,3,3,0.5769230769230769,97,141,2,10,12,0,32,24,0,0,0.6194029850746269
-2000000,Defender,Right,180,31,935,0,0,0,1,7,0.142857142857143,0,622,0.8971061093247589,1,0,0.45454545454545453,15,26,1,0,8,0,7,3,0,0,0.4473684210526316
-8000000,Attack,Right,179,30,668,5,0,3,3,13,0.461538461538462,0.384615384615385,346,0.7341040462427746,18,1,0.8571428571428571,18,2,0,18,12,9,5,15,1,0,0.5
0,Midfield,Right,181,28,1615,0,0,0,6,12,0.333333333333333,0,885,0.8564971751412429,12,2,0.4888888888888889,77,41,0,10,23,12,25,23,0,0,0.5
-1000000,Defender,Right,175,28,1580,0,0,0,6,4,0.5,0,841,0.7348394768133175,6,1,0.6666666666666666,88,47,0,9,10,4,11,28,0,0,0.29411764705882354
500000,Defender,Left,173,29,2057,0,2,0,2,18,0.333333333333333,0,1109,0.6916140667267808,20,4,0.5294117647058824,57,56,0,9,18,12,14,13,2,0,0.4107142857142857
0,Attack,Right,187,29,597,3,0,0,0,19,0.263157894736842,0.157894736842105,391,0.8363171355498721,18,1,0.4,13,5,0,14,13,6,9,3,0,0,0.375
0,Midfield,Left,184,28,1476,1,3,0,6,17,0.176470588235294,0.0588235294117647,633,0.7630331753554502,18,3,0.48,34,4,0,29,28,20,36,35,5,1,0.48484848484848486
-10000000,Attack,Both,177,29,1641,6,4,0,1,49,0.285714285714286,0.122448979591837,876,0.747716894977169,29,11,0.7857142857142857,44,13,0,20,50,25,27,10,3,0,0.45652173913043476
0,Midfield,Left,177,28,1997,0,1,0,10,23,0.173913043478261,0,680,0.7926470588235294,10,6,0.5967741935483871,83,21,2,3,20,3,25,14,2,0,0.3
1000000,Defender,Right,180,29,2579,2,5,0,6,16,0.3125,0.125,1937,0.835828600929272,34,14,0.5797101449275363,96,39,0,13,26,18,48,37,9,0,0.37333333333333335
-1600000,Attack,Right,169,30,613,1,0,0,4,9,0.222222222222222,0.111111111111111,177,0.847457627118644,7,3,0.5,5,4,0,6,24,16,10,10,4,1,0.15384615384615385
0,Defender,Both,181,31,1807,3,2,0,3,39,0.256410256410256,0.0769230769230769,888,0.6463963963963963,35,5,0.52,65,31,0,53,48,33,22,32,2,0,0.15789473684210525
-2000000,Attack,Left,163,29,743,1,0,0,0,15,0.4,0.0666666666666667,282,0.6560283687943262,13,0,0.7142857142857143,23,8,0,12,31,20,18,26,1,0,0.35714285714285715
0,Defender,Right,190,30,594,1,0,0,2,1,1,1,222,0.7567567567567568,0,0,0.5,29,32,1,0,9,2,5,2,1,0,0.5652173913043478
-200000,Midfield,Right,182,34,233,0,0,0,1,0,0,0,144,0.7361111111111112,0,0,0.5,9,9,0,1,0,3,7,5,0,0,0.5714285714285714
-100000,Midfield,Right,181,31,168,0,0,0,2,2,0.5,0,83,0.8313253012048193,1,0,0.5,8,5,0,0,3,1,4,3,1,0,0.5
-5000000,Attack,Right,169,31,2252,16,11,1,1,88,0.431818181818182,0.181818181818182,942,0.7399150743099787,68,14,0.5789473684210527,32,3,0,18,44,28,32,28,13,0,0.2727272727272727
0,Midfield,Right,177,34,1915,0,2,0,2,3,0.666666666666667,0,1052,0.7728136882129277,15,4,0.7352941176470589,48,54,0,8,16,9,17,24,0,0,0.4411764705882353
-200000,Midfield,Right,177,31,1841,0,4,0,10,14,0.285714285714286,0,1398,0.8347639484978541,37,8,0.627906976744186,65,25,1,10,21,19,33,51,1,0,0.6551724137931034
-700000,Defender,Left,171,33,507,0,0,0,4,3,0.333333333333333,0,246,0.8373983739837398,3,0,0.7142857142857143,30,17,0,5,2,4,8,8,0,0,0
-7000000,Midfield,Right,175,29,1272,0,0,0,6,9,0.333333333333333,0,824,0.8313106796116505,6,1,0.6346153846153846,69,24,0,16,18,18,22,19,0,0,0.5526315789473685
-5000000,Midfield,Right,186,28,834,0,1,0,2,3,0,0,548,0.8832116788321168,8,2,0.6666666666666666,39,16,0,2,13,7,21,7,0,0,0.5428571428571428
-750000,Defender,Right,183,34,2647,1,0,0,2,6,0.166666666666667,0.166666666666667,1039,0.8383060635226179,4,0,0.6060606060606061,67,105,2,5,12,1,26,27,1,0,0.5045871559633027
-400000,Defender,Right,190,31,1664,1,1,0,4,14,0.142857142857143,0.0714285714285714,674,0.787833827893175,4,1,0.6875,29,125,0,4,5,1,16,5,1,0,0.6376811594202898
-200000,Attack,Left,192,28,208,0,1,0,1,4,0.25,0,50,0.76,3,2,1,1,5,0,1,7,4,5,2,0,0,0.3333333333333333
-6000000,Midfield,Right,180,28,1356,0,0,0,4,5,0.2,0,667,0.7886056971514243,13,1,0.5454545454545454,59,15,0,7,12,11,29,17,0,0,0.4375
0,Midfield,Right,188,28,2639,4,1,4,3,35,0.17142857142857101,0.114285714285714,920,0.6706521739130434,21,4,0.5652173913043478,79,49,0,8,41,15,40,23,3,0,0.43043478260869567
-150000,Defender,Left,175,35,177,0,0,0,1,0,0,0,62,0.6935483870967742,0,0,1,5,6,0,1,0,0,1,1,0,0,0.7142857142857143
0,Defender,Right,184,31,2636,3,1,0,2,15,0.4,0.2,1100,0.850909090909091,4,3,0.4074074074074074,69,120,2,6,22,7,14,5,2,1,0.43661971830985913
-3000000,Midfield,Right,180,28,646,3,1,0,0,27,0.333333333333333,0.111111111111111,377,0.8673740053050398,10,3,0.3333333333333333,13,8,0,10,12,10,5,8,1,0,0.5625
-500000,Defender,Right,184,30,2874,2,1,0,4,14,0.214285714285714,0.142857142857143,1424,0.8757022471910112,4,3,0.6097560975609756,80,152,0,8,8,4,25,24,0,0,0.6440677966101694
0,Midfield,Right,188,29,1188,3,1,0,4,18,0.388888888888889,0.166666666666667,543,0.6758747697974218,13,3,0.6829268292682927,52,7,0,5,21,12,32,12,2,0,0.4411764705882353
-4000000,Defender,Right,188,29,2152,1,1,0,2,7,0.285714285714286,0.142857142857143,1085,0.8423963133640553,5,2,0.7619047619047619,54,66,3,8,14,9,22,22,0,0,0.6470588235294118
-500000,Defender,Right,193,30,2394,2,1,0,4,14,0.214285714285714,0.142857142857143,1215,0.8502057613168724,9,2,0.7428571428571429,64,133,1,0,6,2,27,17,1,2,0.5803571428571429
-5000000,Defender,Right,178,28,3402,1,5,0,4,17,0.411764705882353,0.0588235294117647,2950,0.8454237288135593,25,10,0.5714285714285714,148,91,3,10,33,9,39,16,2,1,0.576271186440678
-1000000,Defender,Right,182,30,357,0,0,0,0,0,0,0,158,0.8037974683544303,0,0,0.6,18,13,0,0,3,0,4,0,0,0,0.375
-100000,Defender,Right,183,33,921,1,0,0,3,2,0.5,0.5,386,0.6450777202072538,4,0,0.4444444444444444,13,33,0,4,2,4,11,6,0,0,0.6388888888888888
-4000000,Defender,Left,189,31,810,0,0,0,0,3,0.333333333333333,0,553,0.8571428571428571,6,0,0.5,32,45,0,3,1,2,10,4,0,0,0.6829268292682927
1500000,Attack,Right,188,36,2648,14,5,2,2,55,0.381818181818182,0.254545454545455,765,0.6470588235294118,44,12,0.75,19,26,1,34,87,49,47,45,21,0,0.36254980079681276
1000000,Defender,Right,188,28,3260,1,0,0,5,13,0.230769230769231,0.0769230769230769,1555,0.8282958199356913,2,1,0.5901639344262295,131,138,4,1,6,4,26,18,0,0,0.5573770491803278
5000000,Midfield,Right,188,28,2293,0,4,0,4,8,0.25,0,1493,0.8975217682518419,17,5,0.5483870967741935,60,35,1,5,20,10,26,24,1,0,0.5
-3000000,Attack,Left,180,28,956,2,2,0,0,24,0.375,0.0833333333333333,466,0.7017167381974249,28,4,0.7142857142857143,25,5,0,11,32,21,12,30,6,0,0.2727272727272727
250000,Midfield,Left,188,26,984,0,0,0,1,7,0,0,608,0.8338815789473685,7,0,0.5833333333333334,41,11,0,1,16,8,18,14,0,0,0.5833333333333334
-2500000,Defender,Right,188,32,1420,0,0,0,2,5,0.2,0,671,0.7660208643815202,5,1,0.6363636363636364,46,64,0,6,5,2,11,9,0,0,0.6451612903225806
-3000000,Attack,Right,184,27,1641,6,0,0,2,55,0.309090909090909,0.109090909090909,576,0.7361111111111112,19,2,0.6333333333333333,38,17,1,19,51,34,17,19,11,0,0.45454545454545453
0,Attack,Left,193,28,603,1,1,0,0,33,0.393939393939394,0.0303030303030303,163,0.6809815950920245,6,4,0.5555555555555556,12,14,1,8,16,9,16,7,4,1,0.6351351351351351
-3000000,Attack,Right,192,29,607,3,1,1,3,12,0.416666666666667,0.25,152,0.6381578947368421,1,1,0.5714285714285714,10,4,0,5,31,21,16,14,16,0,0.3055555555555556
-20000000,Attack,Right,185,28,2378,6,9,0,1,63,0.428571428571429,0.0952380952380952,1285,0.7182879377431907,61,16,0.5476190476190477,51,12,0,23,49,15,23,24,15,0,0.4444444444444444
1500000,Midfield,Right,183,28,1532,1,1,0,6,19,0.473684210526316,0.0526315789473684,679,0.7378497790868925,8,2,0.5625,56,31,0,4,17,15,43,15,1,0,0.5094339622641509
-1000000,Defender,Right,180,30,506,0,1,0,1,12,0.166666666666667,0,279,0.6917562724014337,11,1,0.25,9,10,0,5,14,7,6,4,0,0,0.2
0,Attack,Right,175,30,1499,3,0,1,1,39,0.333333333333333,0.0769230769230769,381,0.6272965879265092,14,4,0.6111111111111112,28,21,0,10,56,16,20,28,4,1,0.45390070921985815
-5000000,Attack,Right,186,29,2726,22,5,5,0,89,0.382022471910112,0.247191011235955,744,0.7043010752688172,33,11,0.8095238095238095,29,22,0,29,61,33,13,23,23,1,0.2782608695652174
3000000,Midfield,Right,182,28,540,0,0,0,3,7,0.428571428571429,0,305,0.7737704918032787,2,0,0.6,33,12,0,1,5,1,14,11,1,0,0.75
0,Attack,Right,174,28,2141,3,1,0,4,40,0.225,0.075,537,0.6294227188081937,24,2,0.675,72,30,0,23,51,39,35,38,8,1,0.2714285714285714
5000000,Defender,Left,180,26,2530,3,3,0,4,47,0.340425531914894,0.0638297872340425,2153,0.82164421737111,28,9,0.6176470588235294,65,40,0,29,26,19,13,11,5,0,0.5217391304347826
-1000000,Defender,Right,186,27,1335,2,0,0,4,4,0.5,0.5,1093,0.8956999085086916,3,1,0.6666666666666666,43,66,0,0,7,1,11,6,1,0,0.509090909090909
-500000,Attack,Right,184,31,2729,19,0,5,9,72,0.472222222222222,0.263888888888889,507,0.6765285996055227,14,8,0.5652173913043478,27,39,0,14,61,37,89,74,24,2,0.504424778761062
4500000,Attack,Left,174,28,1612,6,4,0,1,57,0.350877192982456,0.105263157894737,932,0.76931330472103,50,10,0.6153846153846154,16,2,0,18,46,36,16,19,7,1,0.14285714285714285
5000000,Midfield,Right,179,28,1821,1,1,0,8,14,0.285714285714286,0.0714285714285714,1267,0.8366219415943172,11,3,0.6153846153846154,70,46,1,7,22,13,34,35,0,0,0.358974358974359
-500000,Midfield,Right,186,32,1222,2,0,0,2,10,0.2,0.2,616,0.7954545454545454,9,0,0.5925925925925926,51,26,1,5,21,26,18,36,2,0,0.5074626865671642
1500000,Defender,Right,189,29,3096,3,0,0,2,13,0.384615384615385,0.230769230769231,1288,0.812111801242236,1,3,0.62,88,184,4,2,9,4,16,8,0,0,0.5212121212121212
-7000000,Attack,Right,187,28,691,0,0,0,1,2,0.5,0,338,0.7869822485207101,8,1,0.45454545454545453,14,7,0,8,17,13,10,8,2,0,0.6956521739130435
1000000,Defender,Right,178,30,2594,0,1,0,4,10,0.1,0,1433,0.8101884159106769,11,1,0.7083333333333334,90,153,0,16,18,11,37,31,0,0,0.5188679245283019
400000,Defender,Right,180,31,3346,0,0,0,4,10,0.1,0,1434,0.7252440725244073,11,0,0.6935483870967742,99,178,3,12,31,12,34,30,0,0,0.4824561403508772
-500000,Attack,Right,193,29,417,0,0,0,1,3,0.333333333333333,0,108,0.5462962962962963,4,1,0.75,5,5,0,4,11,4,9,11,4,0,0.48484848484848486
1500000,Midfield,Right,187,28,2805,3,0,0,3,34,0.382352941176471,0.0882352941176471,1253,0.7869114126097366,23,3,0.6105263157894737,154,50,0,2,20,14,54,26,1,0,0.5302013422818792
-600000,Midfield,Left,180,28,202,0,1,0,1,6,0.166666666666667,0,107,0.6635514018691588,6,3,0.9,12,1,0,4,3,1,7,3,0,0,0.5
-900000,Defender,Right,187,33,1823,0,0,0,5,4,0.75,0,811,0.8471023427866831,1,1,0.6538461538461539,61,114,0,0,1,4,15,8,0,0,0.5205479452054794
-3000000,Attack,Right,181,28,2170,8,2,0,1,53,0.358490566037736,0.150943396226415,613,0.7536704730831973,20,7,0.6578947368421053,44,30,0,3,44,18,22,20,5,0,0.4016393442622951
-3500000,Midfield,Right,187,29,540,0,0,0,0,2,0,0,334,0.8233532934131736,4,0,0.5,13,12,0,8,5,5,17,6,0,0,0.6551724137931034
1000000,Defender,Left,185,28,2250,0,1,0,5,5,0,0,1488,0.8172043010752689,9,3,0.6428571428571429,110,129,2,10,11,6,28,7,3,0,0.56
2000000,Midfield,Right,183,28,3258,0,1,0,5,14,0.142857142857143,0,2313,0.8555987894509295,25,6,0.5555555555555556,146,86,5,11,20,17,20,33,0,0,0.5238095238095238
1000000,Midfield,Right,188,29,2343,2,0,0,3,23,0.217391304347826,0.0869565217391304,989,0.8301314459049545,5,1,0.559322033898305,88,42,0,2,22,15,26,27,0,0,0.5161290322580645
0,Defender,Right,173,29,469,0,2,0,0,0,0,0,347,0.7579250720461095,7,2,0.6666666666666666,17,13,0,2,3,1,7,5,1,0,0.34782608695652173
0,Defender,Right,182,31,2814,3,2,0,2,28,0.428571428571429,0.107142857142857,1674,0.8088410991636799,21,10,0.71698113207547165,122,100,0,14,31,22,33,32,3,1,0.5652173913043478
0,Defender,Right,185,29,1520,0,2,0,3,11,0.0909090909090909,0,782,0.7161125319693095,12,2,0.6666666666666666,69,71,0,12,15,11,16,1,1,0,0.6060606060606061
-500000,Defender,Left,176,26,125,0,0,0,0,0,0,0,51,0.6274509803921569,0,0,1,1,1,0,2,3,1,1,2,0,0,0.5
500000,Attack,Right,168,32,2733,3,5,1,4,77,0.311688311688312,0.038961038961039,1303,0.7344589409056025,48,13,0.4772727272727273,63,4,0,81,78,100,24,59,5,1,0.35064935064935066
0,Defender,Right,186,30,3376,0,1,0,0,10,0.3,0,1097,0.6308113035551504,6,4,0.5217391304347826,150,179,4,10,21,13,15,11,1,0,0.5918367346938775
3000000,Attack,Right,184,28,1057,5,4,0,4,42,0.261904761904762,0.119047619047619,495,0.6707070707070707,26,6,0.46153846153846156,23,8,0,20,21,28,16,13,3,0,0.25
-4000000,Attack,Right,178,31,2650,3,10,0,1,61,0.262295081967213,0.0491803278688525,1681,0.8084473527662106,72,19,0.5294117647058824,56,11,0,15,27,19,15,48,18,0,0.21951219512195122
-2500000,Midfield,Right,183,32,2923,4,1,0,5,27,0.296296296296296,0.148148148148148,1675,0.7408955223880597,52,6,0.6056338028169014,120,58,1,41,56,31,41,27,7,0,0.6285714285714286
200000,Attack,Left,176,28,2454,7,4,3,12,74,0.283783783783784,0.0945945945945946,991,0.6014127144298688,58,6,0.45454545454545453,41,16,0,18,69,63,69,89,17,2,0.18627450980392157
-500000,Defender,Right,179,31,1671,0,0,0,8,4,0,0,863,0.8192352259559675,2,0,0.6808510638297872,77,73,2,3,10,11,22,14,0,0,0.5833333333333334
0,Midfield,Right,175,28,1625,2,2,0,3,19,0.368421052631579,0.105263157894737,776,0.5773195876288659,28,4,0.6285714285714286,58,30,0,20,35,23,10,20,2,0,0.45454545454545453
0,Midfield,Right,176,29,2367,0,1,0,8,8,0.125,0,1556,0.8284061696658098,16,1,0.5256410256410257,151,19,1,9,32,19,58,35,1,0,0.484375
0,Defender,Right,192,29,2560,1,1,0,5,22,0.318181818181818,0.0454545454545455,1119,0.8257372654155496,7,2,0.5882352941176471,68,184,3,2,8,3,16,12,1,0,0.5083798882681564
7000000,Midfield,Right,187,28,1987,1,3,0,2,16,0.0625,0.0625,1815,0.8556473829201102,15,6,0.782608695652174,76,17,0,7,21,8,26,12,1,0,0.5454545454545454
-400000,Midfield,Right,185,27,1951,0,1,0,9,21,0.238095238095238,0,908,0.7951541850220264,8,3,0.5813953488372093,66,45,1,2,12,10,47,18,1,0,0.5555555555555556
0,Defender,Left,181,28,3120,2,2,0,8,29,0.206896551724138,0.0689655172413793,1753,0.7895037079292642,19,6,0.6739130434782609,88,82,0,33,41,19,38,78,3,0,0.6696428571428571
-500000,Defender,Left,178,31,1585,1,0,0,4,12,0.25,0.0833333333333333,1024,0.7802734375,11,0,0.6,45,56,2,12,12,8,7,7,0,0,0.5370370370370371
2000000,Defender,Right,174,27,2066,1,1,0,5,7,0.142857142857143,0.142857142857143,1074,0.8035381750465549,11,4,0.6956521739130435,77,68,1,20,25,10,18,43,0,0,0.4827586206896552
0,Attack,Left,181,27,3009,6,4,0,1,63,0.301587301587302,0.0952380952380952,1209,0.7121588089330024,61,11,0.5645161290322581,100,28,0,58,78,75,10,56,9,1,0.25
500000,Defender,Right,172,28,1276,0,2,0,4,3,0,0,646,0.7476780185758514,15,4,0.6415094339622641,71,27,0,8,10,6,18,19,1,0,0.5405405405405406
0,Defender,Right,172,28,1023,0,1,0,4,2,0.5,0,746,0.792225201072386,11,1,0.6129032258064516,46,30,2,11,16,15,22,19,2,0,0.53125
-500000,Midfield,Left,182,27,417,0,0,0,4,1,0,0,261,0.7739463601532567,1,1,0.2727272727272727,14,6,0,2,7,2,6,2,0,0,0.3333333333333333
1500000,Defender,Right,175,30,1863,2,1,0,5,8,0.25,0.25,896,0.71875,23,2,0.6,53,31,0,22,29,18,29,12,5,0,0.34285714285714286
2000000,Defender,Right,182,28,2573,0,4,0,6,7,0,0,1281,0.7556596409055425,16,4,0.5686274509803921,88,86,0,15,21,14,21,22,2,0,0.44
-1000000,Defender,Right,194,31,663,0,1,0,1,6,0.166666666666667,0,268,0.7201492537313433,2,1,0.3333333333333333,11,46,0,3,1,1,4,0,0,0,0.6190476190476191
